date,total_confirm,total_dead,total_heal,total_severe,total_suspect,today_confirm,today_dead,today_heal,today_severe,today_storeConfirm,today_suspect,name
2020-02-16,162,4,52,0,0,0,0,13,,,,海南
2020-02-17,163,4,59,0,0,1,0,7,,,,海南
2020-02-18,163,4,79,0,0,0,0,20,,,,海南
2020-02-19,168,4,84,0,0,5,0,5,,,0.0,海南
2020-02-20,168,4,89,0,0,0,0,5,,,,海南
2020-02-21,168,4,96,0,0,0,0,7,,,,海南
2020-02-22,168,4,104,0,0,0,0,8,,,,海南
2020-02-23,168,5,106,0,0,0,1,2,,,,海南
2020-02-24,168,5,116,0,0,0,0,10,,,,海南
2020-02-25,168,5,124,0,0,0,0,8,,,,海南
2020-02-26,168,5,129,0,0,0,0,5,,,,海南
2020-02-27,168,5,132,0,0,0,0,3,,,,海南
2020-02-28,168,5,136,0,0,0,0,4,,,,海南
2020-02-29,168,5,148,0,0,0,0,12,,,,海南
2020-03-01,168,5,151,0,0,0,0,3,,,,海南
2020-03-02,168,5,151,0,0,0,0,0,,,,海南
2020-03-03,168,5,155,0,0,0,0,4,,,,海南
2020-03-04,168,5,158,0,0,0,0,3,,,,海南
2020-03-05,168,6,158,0,0,0,1,0,,,,海南
2020-03-06,168,6,158,0,0,0,0,0,,,,海南
2020-03-07,168,6,158,0,0,0,0,0,,,,海南
2020-03-08,168,6,159,0,0,0,0,1,,,,海南
2020-03-09,168,6,159,0,0,0,0,0,,,,海南
2020-03-10,168,6,159,0,0,0,0,0,,,,海南
2020-03-11,168,6,160,0,0,0,0,1,,,,海南
2020-03-12,168,6,160,0,0,0,0,0,,,,海南
2020-03-13,168,6,160,0,0,0,0,0,,,,海南
2020-03-14,168,6,160,0,0,0,0,0,,,,海南
2020-03-15,168,6,160,0,0,0,0,0,,,,海南
2020-03-16,168,6,161,0,0,0,0,1,,,,海南
2020-03-17,168,6,161,0,0,0,0,0,,,,海南
2020-03-18,168,6,161,0,0,0,0,0,,,,海南
2020-03-19,168,6,161,0,0,0,0,0,,,,海南
2020-03-20,168,6,161,0,0,0,0,0,,,,海南
2020-03-21,168,6,161,0,0,0,0,0,,,,海南
2020-03-22,168,6,161,0,0,0,0,0,,,,海南
2020-03-23,168,6,161,0,0,0,0,0,,,,海南
2020-03-24,168,6,162,0,0,0,0,1,,,,海南
2020-03-25,168,6,162,0,0,0,0,0,,,,海南
2020-01-24,8,0,0,0,51,8,0,0,,,,天津
2020-01-25,10,0,0,0,61,2,0,0,,,,天津
2020-01-26,15,0,0,0,85,5,0,0,,,,天津
2020-01-27,23,0,0,0,88,8,0,0,,,,天津
2020-01-28,25,0,0,0,103,2,0,0,,,,天津
2020-01-29,27,0,0,0,104,2,0,0,,,,天津
2020-01-30,32,0,0,0,150,5,0,0,,,,天津
2020-01-31,34,0,0,0,142,2,0,0,,,,天津
2020-02-01,45,0,0,0,112,11,0,0,,,,天津
2020-02-02,49,0,1,0,133,4,0,1,,,,天津
2020-02-03,63,0,1,0,168,14,0,0,,,,天津
2020-02-04,67,0,2,0,190,4,0,1,,,,天津
2020-02-05,69,1,2,0,0,2,1,0,,,0.0,天津
2020-02-06,79,1,2,0,228,10,0,0,,,101.0,天津
2020-02-07,81,1,2,0,228,2,0,0,,,0.0,天津
2020-02-08,88,1,4,0,0,7,0,2,,,,天津
2020-02-09,91,1,4,0,0,3,0,0,,,,天津
2020-02-10,95,2,8,0,0,4,1,4,,,0.0,天津
2020-02-11,106,2,10,0,0,11,0,2,,,0.0,天津
2020-02-12,112,3,11,0,0,6,1,1,,,,天津
2020-02-13,119,3,21,0,0,7,0,10,,,,天津
2020-02-14,120,3,32,0,0,1,0,11,,,,天津
2020-02-15,122,3,37,0,0,2,0,5,,,,天津
2020-02-16,124,3,45,0,0,2,0,8,,,,天津
2020-02-17,125,3,46,0,0,1,0,1,,,,天津
2020-02-18,128,3,48,0,0,3,0,2,,,,天津
2020-02-19,130,3,54,0,0,2,0,6,,,,天津
2020-02-20,131,3,59,0,0,1,0,5,,,,天津
2020-02-21,133,3,62,0,0,2,0,3,,,,天津
2020-02-22,135,3,65,0,0,2,0,3,,,0.0,天津
2020-02-23,135,3,81,0,0,0,0,16,,,,天津
2020-02-24,135,3,87,0,0,0,0,6,,,,天津
2020-02-25,135,3,91,0,0,0,0,4,,,,天津
2020-02-26,135,3,96,0,0,0,0,5,,,,天津
2020-02-27,136,3,102,0,0,1,0,6,,,,天津
2020-02-28,136,3,105,0,0,0,0,3,,,,天津
2020-02-29,136,3,109,0,0,0,0,4,,,,天津
2020-03-01,136,3,118,0,0,0,0,9,,,,天津
2020-03-02,136,3,118,0,0,0,0,0,,,,天津
2020-03-03,136,3,124,0,0,0,0,6,,,,天津
2020-03-04,136,3,128,0,0,0,0,4,,,,天津
2020-03-05,136,3,128,0,0,0,0,0,,,,天津
2020-03-06,136,3,128,0,0,0,0,0,,,,天津
2020-03-07,136,3,128,0,0,0,0,0,,,,天津
2020-03-08,136,3,129,0,0,0,0,1,,,,天津
2020-03-09,136,3,130,0,0,0,0,1,,,,天津
2020-03-10,136,3,131,0,0,0,0,1,,,,天津
2020-03-11,136,3,132,0,0,0,0,1,,,,天津
2020-03-12,136,3,132,0,0,0,0,0,,,,天津
2020-03-13,136,3,132,0,0,0,0,0,,,,天津
2020-03-14,136,3,132,0,0,0,0,0,,,,天津
2020-03-15,136,3,133,0,0,0,0,1,,,,天津
2020-03-16,136,3,133,0,0,0,0,0,,,,天津
2020-03-17,136,3,133,0,0,0,0,0,,,,天津
2020-03-18,136,3,133,0,0,0,0,0,,,,天津
2020-03-19,137,3,133,0,0,1,0,0,,,,天津
2020-03-20,137,3,133,0,0,0,0,0,,,,天津
2020-03-21,137,3,133,0,0,0,0,0,,,,天津
2020-03-22,137,3,133,0,0,0,0,0,,,,天津
2020-03-23,141,3,133,0,0,4,0,0,,,,天津
2020-03-24,145,3,133,0,0,4,0,0,,,,天津
2020-03-25,147,3,133,0,0,2,0,0,,,,天津
2020-01-21,0,0,0,0,1,0,0,0,,,,贵州
2020-01-22,3,0,0,0,0,3,0,0,,,,贵州
2020-01-23,3,0,0,0,0,0,0,0,,,,贵州
2020-01-24,4,0,0,0,0,1,0,0,,,,贵州
2020-01-25,5,0,0,0,2,1,0,0,,,,贵州
2020-01-26,7,0,0,0,3,2,0,0,,,,贵州
2020-01-27,9,0,0,0,1,2,0,0,,,,贵州
2020-01-28,9,0,1,0,3,0,0,1,,,,贵州
2020-01-29,12,0,1,0,6,3,0,0,,,,贵州
2020-01-30,15,0,1,0,75,3,0,0,,,,贵州
2020-01-31,29,0,2,0,67,14,0,1,,,,贵州
2020-02-01,38,0,2,0,59,9,0,0,,,,贵州
2020-02-02,46,0,2,0,41,8,0,0,,,,贵州
2020-02-03,56,0,2,0,33,10,0,0,,,,贵州
2020-02-04,64,0,5,0,33,8,0,3,,,,贵州
2020-02-05,69,1,6,0,0,5,1,1,,,0.0,贵州
2020-02-06,77,1,6,0,54,8,0,0,,,38.0,贵州
2020-02-07,81,1,6,0,0,4,0,0,,,,贵州
2020-02-08,96,1,7,0,0,15,0,1,,,,贵州
2020-02-09,109,1,7,0,0,13,0,0,,,0.0,贵州
2020-02-10,118,1,10,0,0,9,0,3,,,,贵州
2020-02-11,131,1,17,0,0,13,0,7,,,0.0,贵州
2020-02-12,135,1,20,0,0,4,0,3,,,,贵州
2020-02-13,140,1,28,0,0,5,0,8,,,,贵州
2020-02-14,143,1,33,0,0,3,0,5,,,,贵州
2020-02-15,144,1,39,0,0,1,0,6,,,,贵州
2020-02-16,146,1,47,0,0,2,0,8,,,,贵州
2020-02-17,146,1,66,0,0,0,0,19,,,,贵州
2020-02-18,146,2,69,0,0,0,1,3,,,,贵州
2020-02-19,146,2,71,0,0,0,0,2,,,,贵州
2020-02-20,146,2,76,0,0,0,0,5,,,,贵州
2020-02-21,146,2,90,0,0,0,0,14,,,,贵州
2020-02-22,146,2,91,0,0,0,0,1,,,,贵州
2020-02-23,146,2,102,0,0,0,0,11,,,,贵州
2020-02-24,146,2,103,0,0,0,0,1,,,,贵州
2020-02-25,146,2,104,0,0,0,0,1,,,,贵州
2020-02-26,146,2,112,0,0,0,0,8,,,,贵州
2020-02-27,146,2,112,0,0,0,0,0,,,,贵州
2020-02-28,146,2,112,0,0,0,0,0,,,,贵州
2020-02-29,146,2,112,0,0,0,0,0,,,,贵州
2020-03-01,146,2,114,0,0,0,0,2,,,,贵州
2020-03-02,146,2,114,0,0,0,0,0,,,,贵州
2020-03-03,146,2,114,0,0,0,0,0,,,,贵州
2020-03-04,146,2,114,0,0,0,0,0,,,,贵州
2020-03-05,146,2,114,0,0,0,0,0,,,,贵州
2020-03-06,146,2,115,0,0,0,0,1,,,,贵州
2020-03-07,146,2,117,0,0,0,0,2,,,,贵州
2020-03-08,146,2,123,0,0,0,0,6,,,,贵州
2020-03-09,146,2,129,0,0,0,0,6,,,,贵州
2020-03-10,146,2,133,0,0,0,0,4,,,,贵州
2020-03-11,146,2,137,0,0,0,0,4,,,,贵州
2020-03-12,146,2,140,0,0,0,0,3,,,,贵州
2020-03-13,146,2,143,0,0,0,0,3,,,,贵州
2020-03-14,146,2,143,0,0,0,0,0,,,,贵州
2020-03-15,146,2,143,0,0,0,0,0,,,,贵州
2020-03-16,146,2,144,0,0,0,0,1,,,,贵州
2020-03-17,146,2,144,0,0,0,0,0,,,,贵州
2020-03-18,146,2,144,0,0,0,0,0,,,,贵州
2020-03-19,146,2,144,0,0,0,0,0,,,,贵州
2020-03-20,146,2,144,0,0,0,0,0,,,,贵州
2020-03-21,146,2,144,0,0,0,0,0,,,,贵州
2020-03-22,146,2,144,0,0,0,0,0,,,,贵州
2020-03-23,146,2,144,0,0,0,0,0,,,,贵州
2020-03-24,146,2,144,0,0,0,0,0,,,,贵州
2020-03-25,146,2,144,0,0,0,0,0,,,,贵州
2020-01-26,14,0,0,0,6,14,0,0,,,0.0,甘肃
2020-01-27,19,0,0,0,2,5,0,0,,,,甘肃
2020-01-28,24,0,0,0,5,5,0,0,,,,甘肃
2020-01-29,26,0,0,0,8,2,0,0,,,,甘肃
2020-01-30,30,0,0,0,15,4,0,0,,,,甘肃
2020-01-31,35,0,0,0,15,5,0,0,,,,甘肃
2020-02-01,40,0,0,0,20,5,0,0,,,,甘肃
2020-02-02,51,0,3,0,9,11,0,3,,,,甘肃
2020-02-03,56,0,3,0,9,5,0,0,,,,甘肃
2020-02-04,57,0,6,0,18,1,0,3,,,,甘肃
2020-02-05,62,0,6,0,0,5,0,0,,,0.0,甘肃
2020-02-06,67,0,9,0,0,5,0,3,,,6.0,甘肃
2020-02-07,71,1,9,0,0,4,1,0,,,0.0,甘肃
2020-02-08,79,1,12,0,0,8,0,3,,,,甘肃
2020-02-09,83,2,16,0,0,4,1,4,,,,甘肃
2020-02-10,86,2,21,0,0,3,0,5,,,,甘肃
2020-02-11,86,2,24,0,0,0,0,3,,,,甘肃
2020-02-12,87,2,31,0,0,1,0,7,,,,甘肃
2020-02-13,90,2,39,0,0,3,0,8,,,,甘肃
2020-02-14,90,2,44,0,0,0,0,5,,,,甘肃
2020-02-15,90,2,49,0,0,0,0,5,,,,甘肃
2020-02-16,90,2,54,0,0,0,0,5,,,,甘肃
2020-02-17,91,2,58,0,0,1,0,4,,,,甘肃
2020-02-18,91,2,62,0,0,0,0,4,,,,甘肃
2020-02-19,91,2,65,0,0,0,0,3,,,,甘肃
2020-02-20,91,2,71,0,0,0,0,6,,,,甘肃
2020-02-21,91,2,76,0,0,0,0,5,,,,甘肃
2020-02-22,91,2,76,0,0,0,0,0,,,,甘肃
2020-02-23,91,2,78,0,0,0,0,2,,,,甘肃
2020-02-24,91,2,80,0,0,0,0,2,,,,甘肃
2020-02-25,91,2,80,0,0,0,0,0,,,,甘肃
2020-02-26,91,2,81,0,0,0,0,1,,,,甘肃
2020-02-27,91,2,82,0,0,0,0,1,,,,甘肃
2020-02-28,91,2,82,0,0,0,0,0,,,,甘肃
2020-02-29,91,2,82,0,0,0,0,0,,,,甘肃
2020-03-01,91,2,84,0,0,0,0,2,,,,甘肃
2020-03-02,91,2,85,0,0,0,0,1,,,,甘肃
2020-03-03,91,2,86,0,0,0,0,1,,,,甘肃
2020-03-04,91,2,87,0,0,0,0,1,,,,甘肃
2020-03-05,102,2,87,0,0,11,0,0,,,,甘肃
2020-03-06,119,2,87,0,0,17,0,0,,,,甘肃
2020-03-07,120,2,87,0,0,1,0,0,,,,甘肃
2020-03-08,124,2,87,0,0,4,0,0,,,,甘肃
2020-03-09,124,2,88,0,0,0,0,1,,,,甘肃
2020-03-10,125,2,88,0,0,1,0,0,,,,甘肃
2020-03-11,127,2,88,0,0,2,0,0,,,,甘肃
2020-03-12,127,2,88,0,0,0,0,0,,,,甘肃
2020-03-13,129,2,89,0,0,2,0,1,0.0,,0.0,甘肃
2020-03-14,132,2,91,0,0,3,0,2,,,,甘肃
2020-03-15,133,2,91,0,0,1,0,0,,,,甘肃
2020-03-16,133,2,91,0,0,0,0,0,,,,甘肃
2020-03-17,133,2,91,0,0,0,0,0,,,,甘肃
2020-03-18,133,2,91,0,0,0,0,0,,,,甘肃
2020-03-19,134,2,98,0,0,1,0,7,,,,甘肃
2020-03-20,134,2,113,0,0,0,0,15,,,,甘肃
2020-03-21,134,2,113,0,0,0,0,0,,,,甘肃
2020-03-22,136,2,114,0,0,2,0,1,,,,甘肃
2020-03-23,136,2,118,0,0,0,0,4,,,,甘肃
2020-03-24,136,2,119,0,0,0,0,1,,,,甘肃
2020-03-25,136,2,121,0,0,0,0,2,,,,甘肃
2020-01-24,6,0,0,0,19,6,0,0,,,,山西
2020-01-25,9,0,0,0,28,3,0,0,,,,山西
2020-01-26,13,0,0,0,57,4,0,0,,,,山西
2020-01-27,20,0,0,0,44,7,0,0,,,,山西
2020-01-28,27,0,0,0,41,7,0,0,,,,山西
2020-01-29,35,0,0,0,54,8,0,0,,,,山西
2020-01-30,39,0,1,0,67,4,0,1,,,,山西
2020-01-31,47,0,1,0,75,8,0,0,,,,山西
2020-02-01,56,0,1,0,64,9,0,0,,,,山西
2020-02-02,66,0,2,0,64,10,0,1,,,,山西
2020-02-03,74,0,2,0,62,8,0,0,,,,山西
2020-02-04,81,0,4,0,42,7,0,2,,,,山西
2020-02-05,90,0,6,0,0,9,0,2,,,0.0,山西
2020-02-06,96,0,12,0,54,6,0,6,,,22.0,山西
2020-02-07,104,0,15,0,0,8,0,3,,,0.0,山西
2020-02-08,115,0,21,0,0,11,0,6,,,,山西
2020-02-09,119,0,25,0,0,4,0,4,,,0.0,山西
2020-02-10,122,0,26,0,0,3,0,1,,,,山西
2020-02-11,124,0,30,0,0,2,0,4,,,,山西
2020-02-12,126,0,33,0,0,2,0,3,,,,山西
2020-02-13,126,0,36,0,0,0,0,3,,,,山西
2020-02-14,127,0,38,0,0,1,0,2,,,,山西
2020-02-15,128,0,46,0,0,1,0,8,,,,山西
2020-02-16,129,0,50,0,32,1,0,4,,,5.0,山西
2020-02-17,130,0,53,0,0,1,0,3,,,,山西
2020-02-18,131,0,61,0,0,1,0,8,,,,山西
2020-02-19,131,0,68,0,0,0,0,7,,,0.0,山西
2020-02-20,132,0,76,0,0,1,0,8,,,,山西
2020-02-21,132,0,78,0,0,0,0,2,,,,山西
2020-02-22,132,0,81,0,0,0,0,3,,,,山西
2020-02-23,132,0,88,0,0,0,0,7,,,,山西
2020-02-24,133,0,94,0,0,1,0,6,,,0.0,山西
2020-02-25,133,0,98,0,0,0,0,4,,,0.0,山西
2020-02-26,133,0,104,0,0,0,0,6,,,,山西
2020-02-27,133,0,107,0,0,0,0,3,,,,山西
2020-02-28,133,0,112,0,0,0,0,5,,,,山西
2020-02-29,133,0,114,0,0,0,0,2,,,,山西
2020-03-01,133,0,116,0,0,0,0,2,,,0.0,山西
2020-03-02,133,0,119,0,0,0,0,3,,,0.0,山西
2020-03-03,133,0,124,0,0,0,0,5,,,,山西
2020-03-04,133,0,124,0,0,0,0,0,,,,山西
2020-03-05,133,0,126,0,0,0,0,2,,,,山西
2020-03-06,133,0,126,0,0,0,0,0,,,,山西
2020-03-07,133,0,126,0,0,0,0,0,,,,山西
2020-03-08,133,0,126,0,0,0,0,0,,,,山西
2020-03-09,133,0,127,0,0,0,0,1,,,,山西
2020-03-10,133,0,131,0,0,0,0,4,0.0,,0.0,山西
2020-03-11,133,0,131,0,0,0,0,0,,,,山西
2020-03-12,133,0,132,0,0,0,0,1,,,,山西
2020-03-13,133,0,133,0,0,0,0,1,0.0,,0.0,山西
2020-03-14,133,0,133,0,0,0,0,0,0.0,,0.0,山西
2020-03-15,133,0,133,0,0,0,0,0,,,,山西
2020-03-16,133,0,133,0,0,0,0,0,,,,山西
2020-03-17,133,0,133,0,0,0,0,0,,,,山西
2020-03-18,133,0,133,0,0,0,0,0,,,,山西
2020-03-19,133,0,133,0,0,0,0,0,,,,山西
2020-03-20,133,0,133,0,0,0,0,0,,,,山西
2020-03-21,133,0,133,0,0,0,0,0,,,,山西
2020-03-22,133,0,133,0,0,0,0,0,,,,山西
2020-03-23,134,0,133,0,0,1,0,0,,,,山西
2020-03-24,134,0,133,0,0,0,0,0,,,,山西
2020-03-25,135,0,133,0,0,1,0,0,,,,山西
2020-01-22,2,0,0,0,0,2,0,0,,,,辽宁
2020-01-23,4,0,0,0,0,2,0,0,,,,辽宁
2020-01-24,12,0,0,0,0,8,0,0,,,,辽宁
2020-01-25,17,0,0,0,24,5,0,0,,,,辽宁
2020-01-26,22,0,0,0,40,5,0,0,,,,辽宁
2020-01-27,27,0,0,0,52,5,0,0,,,,辽宁
2020-01-28,36,0,0,0,72,9,0,0,,,,辽宁
2020-01-29,39,0,1,0,85,3,0,1,,,,辽宁
2020-01-30,45,0,1,0,89,6,0,0,,,,辽宁
2020-01-31,60,0,1,0,122,15,0,0,,,,辽宁
2020-02-01,64,0,1,0,116,4,0,0,,,,辽宁
2020-02-02,70,0,1,0,113,6,0,0,,,,辽宁
2020-02-03,74,0,1,0,120,4,0,0,,,,辽宁
2020-02-04,81,0,2,0,127,7,0,1,,,,辽宁
2020-02-05,89,0,4,0,0,8,0,2,,,0.0,辽宁
2020-02-06,94,0,5,0,71,5,0,1,,,47.0,辽宁
2020-02-07,103,0,8,0,71,9,0,3,,,0.0,辽宁
2020-02-08,105,0,8,0,0,2,0,0,,,,辽宁
2020-02-09,108,0,12,0,0,3,0,4,,,,辽宁
2020-02-10,111,0,18,0,0,3,0,6,,,0.0,辽宁
2020-02-11,116,0,19,0,0,5,0,1,,,0.0,辽宁
2020-02-12,116,1,20,0,0,0,1,1,,,,辽宁
2020-02-13,117,1,22,0,0,1,0,2,,,,辽宁
2020-02-14,119,1,29,0,0,2,0,7,,,,辽宁
2020-02-15,120,1,32,0,0,1,0,3,,,0.0,辽宁
2020-02-16,121,1,41,0,0,1,0,9,,,,辽宁
2020-02-17,121,1,43,0,0,0,0,2,,,,辽宁
2020-02-18,121,1,55,0,0,0,0,12,,,,辽宁
2020-02-19,121,1,58,0,0,0,0,3,,,,辽宁
2020-02-20,121,1,61,0,0,0,0,3,,,,辽宁
2020-02-21,121,1,66,0,0,0,0,5,,,,辽宁
2020-02-22,121,1,68,0,0,0,0,2,,,,辽宁
2020-02-23,121,1,73,0,0,0,0,5,,,,辽宁
2020-02-24,121,1,83,0,0,0,0,10,,,,辽宁
2020-02-25,121,1,88,0,0,0,0,5,,,,辽宁
2020-02-26,121,1,92,0,0,0,0,4,,,,辽宁
2020-02-27,121,1,93,0,0,0,0,1,,,,辽宁
2020-02-28,121,1,95,0,0,0,0,2,,,,辽宁
2020-02-29,122,1,101,0,0,1,0,6,,,,辽宁
2020-03-01,122,1,103,0,0,0,0,2,,,,辽宁
2020-03-02,125,1,103,0,0,3,0,0,,,,辽宁
2020-03-03,125,1,106,0,0,0,0,3,,,,辽宁
2020-03-04,125,1,106,0,0,0,0,0,,,,辽宁
2020-03-05,125,1,106,0,0,0,0,0,,,,辽宁
2020-03-06,125,1,106,0,0,0,0,0,,,,辽宁
2020-03-07,125,1,108,0,0,0,0,2,,,,辽宁
2020-03-08,125,1,109,0,0,0,0,1,,,,辽宁
2020-03-09,125,1,110,0,0,0,0,1,,,,辽宁
2020-03-10,125,1,111,0,0,0,0,1,,,,辽宁
2020-03-11,125,1,111,0,0,0,0,0,,,,辽宁
2020-03-12,125,1,112,0,0,0,0,1,,,,辽宁
2020-03-13,125,1,113,0,0,0,0,1,,,,辽宁
2020-03-14,125,1,113,0,0,0,0,0,,,,辽宁
2020-03-15,125,1,114,0,0,0,0,1,,,,辽宁
2020-03-16,125,1,119,0,0,0,0,5,,,,辽宁
2020-03-17,125,1,122,0,0,0,0,3,,,,辽宁
2020-03-18,125,1,122,0,0,0,0,0,,,,辽宁
2020-03-19,126,2,122,0,0,1,1,0,0.0,,0.0,辽宁
2020-03-20,126,2,122,0,0,0,0,0,,,,辽宁
2020-03-21,126,2,122,0,0,0,0,0,,,,辽宁
2020-03-22,126,2,124,0,0,0,0,2,,,,辽宁
2020-03-23,127,2,124,0,0,1,0,0,,,,辽宁
2020-03-24,127,2,124,0,0,0,0,0,,,,辽宁
2020-03-25,127,2,124,0,0,0,0,0,,,,辽宁
2020-01-23,3,0,0,0,0,3,0,0,,,,吉林
2020-01-24,4,0,0,0,0,1,0,0,,,,吉林
2020-01-25,4,0,0,0,3,0,0,0,,,,吉林
2020-01-26,6,0,0,0,3,2,0,0,,,,吉林
2020-01-27,8,0,0,0,3,2,0,0,,,,吉林
2020-01-28,9,0,0,0,2,1,0,0,,,,吉林
2020-01-29,14,0,0,0,10,5,0,0,,,,吉林
2020-01-30,14,0,1,0,10,0,0,1,,,,吉林
2020-01-31,17,0,1,0,10,3,0,0,,,,吉林
2020-02-01,23,0,1,0,14,6,0,0,,,,吉林
2020-02-02,31,0,1,0,17,8,0,0,,,,吉林
2020-02-03,42,0,1,0,24,11,0,0,,,,吉林
2020-02-04,54,0,1,0,58,12,0,0,,,,吉林
2020-02-05,59,0,2,0,0,5,0,1,,,0.0,吉林
2020-02-06,65,1,4,0,71,6,1,2,,,29.0,吉林
2020-02-07,69,1,4,0,71,4,0,0,,,0.0,吉林
2020-02-08,78,1,5,0,0,9,0,1,,,,吉林
2020-02-09,80,1,12,0,0,2,0,7,,,,吉林
2020-02-10,81,1,13,0,0,1,0,1,,,,吉林
2020-02-11,83,1,18,0,0,2,0,5,,,,吉林
2020-02-12,84,1,22,0,0,1,0,4,,,,吉林
2020-02-13,86,1,25,0,0,2,0,3,,,,吉林
2020-02-14,88,1,25,0,0,2,0,0,,,,吉林
2020-02-15,89,1,28,0,0,1,0,3,,,,吉林
2020-02-16,89,1,30,0,0,0,0,2,,,,吉林
2020-02-17,89,1,34,0,0,0,0,4,,,,吉林
2020-02-18,90,1,36,0,0,1,0,2,,,,吉林
2020-02-19,91,1,40,0,0,1,0,4,,,,吉林
2020-02-20,91,1,44,0,0,0,0,4,,,,吉林
2020-02-21,91,1,46,0,0,0,0,2,,,,吉林
2020-02-22,91,1,52,0,0,0,0,6,,,,吉林
2020-02-23,93,1,54,0,0,2,0,2,,,,吉林
2020-02-24,93,1,60,0,0,0,0,6,,,,吉林
2020-02-25,93,1,63,0,0,0,0,3,,,,吉林
2020-02-26,93,1,65,0,0,0,0,2,,,,吉林
2020-02-27,93,1,68,0,0,0,0,3,,,,吉林
2020-02-28,93,1,73,0,0,0,0,5,,,,吉林
2020-02-29,93,1,75,0,0,0,0,2,,,,吉林
2020-03-01,93,1,78,0,0,0,0,3,,,,吉林
2020-03-02,93,1,83,0,0,0,0,5,,,,吉林
2020-03-03,93,1,84,0,0,0,0,1,,,,吉林
2020-03-04,93,1,86,0,0,0,0,2,,,,吉林
2020-03-05,93,1,88,0,0,0,0,2,,,,吉林
2020-03-06,93,1,90,0,0,0,0,2,,,,吉林
2020-03-07,93,1,90,0,0,0,0,0,,,,吉林
2020-03-08,93,1,90,0,0,0,0,0,,,,吉林
2020-03-09,93,1,91,0,0,0,0,1,,,,吉林
2020-03-10,93,1,91,0,0,0,0,0,,,,吉林
2020-03-11,93,1,91,0,0,0,0,0,,,,吉林
2020-03-12,93,1,91,0,0,0,0,0,,,,吉林
2020-03-13,93,1,91,0,0,0,0,0,,,,吉林
2020-03-14,93,1,91,0,0,0,0,0,,,,吉林
2020-03-15,93,1,92,0,0,0,0,1,,,,吉林
2020-03-16,93,1,92,0,0,0,0,0,,,,吉林
2020-03-17,93,1,92,0,0,0,0,0,,,,吉林
2020-03-18,93,1,92,0,0,0,0,0,,,,吉林
2020-03-19,93,1,92,0,0,0,0,0,,,,吉林
2020-03-20,93,1,92,0,0,0,0,0,,,,吉林
2020-03-21,93,1,92,0,0,0,0,0,,,,吉林
2020-03-22,93,1,92,0,0,0,0,0,,,,吉林
2020-03-23,93,1,92,0,0,0,0,0,,,,吉林
2020-03-24,94,1,92,0,0,1,0,0,,,,吉林
2020-03-25,95,1,92,0,0,1,0,0,,,,吉林
2020-01-24,2,0,0,0,5,2,0,0,,,,内蒙古
2020-01-25,7,0,0,0,0,5,0,0,,,,内蒙古
2020-01-26,11,0,0,0,1,4,0,0,,,,内蒙古
2020-01-27,13,0,0,0,2,2,0,0,,,,内蒙古
2020-01-28,16,0,0,0,3,3,0,0,,,,内蒙古
2020-01-29,18,0,0,0,0,2,0,0,,,,内蒙古
2020-01-30,20,0,1,0,1,2,0,1,,,,内蒙古
2020-01-31,23,0,1,0,4,3,0,0,,,,内蒙古
2020-02-01,26,0,1,0,7,3,0,0,,,,内蒙古
2020-02-02,33,0,1,0,4,7,0,0,,,,内蒙古
2020-02-03,37,0,1,0,2,4,0,0,,,,内蒙古
2020-02-04,42,0,1,0,1,5,0,0,,,,内蒙古
2020-02-05,46,0,4,0,0,4,0,3,,,0.0,内蒙古
2020-02-06,46,0,4,0,0,0,0,0,,,0.0,内蒙古
2020-02-07,52,0,5,0,0,6,0,1,,,0.0,内蒙古
2020-02-08,54,0,5,0,0,2,0,0,,,,内蒙古
2020-02-09,58,0,5,0,0,4,0,0,,,,内蒙古
2020-02-10,58,0,5,0,0,0,0,0,,,,内蒙古
2020-02-11,60,0,5,0,0,2,0,0,,,,内蒙古
2020-02-12,61,0,6,0,0,1,0,1,,,,内蒙古
2020-02-13,65,0,6,0,0,4,0,0,,,,内蒙古
2020-02-14,68,0,6,0,0,3,0,0,,,,内蒙古
2020-02-15,70,0,7,0,0,2,0,1,,,,内蒙古
2020-02-16,72,0,8,0,0,2,0,1,,,,内蒙古
2020-02-17,73,0,8,0,0,1,0,0,,,,内蒙古
2020-02-18,75,0,9,0,0,2,0,1,,,,内蒙古
2020-02-19,75,0,11,0,0,0,0,2,,,,内蒙古
2020-02-20,75,0,16,0,0,0,0,5,,,,内蒙古
2020-02-21,75,0,22,0,0,0,0,6,,,,内蒙古
2020-02-22,75,0,26,0,0,0,0,4,,,,内蒙古
2020-02-23,75,0,30,0,0,0,0,4,,,,内蒙古
2020-02-24,75,0,34,0,0,0,0,4,,,,内蒙古
2020-02-25,75,0,35,0,0,0,0,1,,,,内蒙古
2020-02-26,75,0,38,0,0,0,0,3,,,,内蒙古
2020-02-27,75,0,43,0,0,0,0,5,,,,内蒙古
2020-02-28,75,0,46,0,0,0,0,3,,,,内蒙古
2020-02-29,75,0,51,0,0,0,0,5,,,,内蒙古
2020-03-01,75,0,51,0,0,0,0,0,,,,内蒙古
2020-03-02,75,0,54,0,0,0,0,3,,,,内蒙古
2020-03-03,75,1,59,0,0,0,1,5,,,,内蒙古
2020-03-04,75,1,63,0,0,0,0,4,,,,内蒙古
2020-03-05,75,1,65,0,0,0,0,2,,,,内蒙古
2020-03-06,75,1,65,0,0,0,0,0,,,,内蒙古
